0.00000	1.00005	3.7836e-18
1.00100	2.00010	3.4126e-18
2.00200	3.00015	3.5703e-18
3.00300	4.00020	3.4179e-18
4.00400	5.00025	3.4418e-18
5.00501	6.00030	3.4665e-18
6.00601	7.00035	3.4839e-18
7.00701	8.00040	3.4303e-18
8.00801	9.00045	3.4437e-18
9.00901	10.00050	3.4519e-18
10.01001	11.00055	3.5395e-18
11.01101	12.00060	3.4709e-18
12.01201	13.00065	3.4144e-18
13.01301	14.00070	3.3914e-18
14.01401	15.00075	3.5451e-18
15.01502	16.00080	3.4393e-18
16.01602	17.00085	3.4246e-18
17.01702	18.00090	3.437e-18
18.01802	19.00095	3.4442e-18
19.01902	20.00100	3.479e-18
20.02002	21.00105	3.37e-18
21.02102	22.00110	3.4632e-18
22.02202	23.00115	3.3937e-18
23.02302	24.00120	3.5397e-18
24.02402	25.00125	3.4373e-18
25.02503	26.00130	3.4124e-18
26.02603	27.00135	3.4211e-18
27.02703	28.00140	3.452e-18
28.02803	29.00145	3.4082e-18
29.02903	30.00150	3.4805e-18
30.03003	31.00155	3.4353e-18
31.03103	32.00160	3.4925e-18
32.03203	33.00165	3.4609e-18
33.03303	34.00170	3.4734e-18
34.03403	35.00175	3.4145e-18
35.03504	36.00180	3.3766e-18
36.03604	37.00185	3.4928e-18
37.03704	38.00190	3.4614e-18
38.03804	39.00195	3.3571e-18
39.03904	40.00200	3.4831e-18
40.04004	41.00205	3.425e-18
41.04104	42.00210	3.4413e-18
42.04204	43.00215	3.4746e-18
43.04304	44.00220	3.4175e-18
44.04404	45.00225	3.4809e-18
45.04505	46.00230	3.4599e-18
46.04605	47.00235	3.423e-18
47.04705	48.00240	3.4585e-18
48.04805	49.00245	3.3939e-18
49.04905	50.00250	3.4417e-18
50.05005	51.00255	3.4823e-18
51.05105	52.00260	3.4511e-18
52.05205	53.00265	3.3972e-18
53.05305	54.00270	3.4738e-18
54.05405	55.00275	3.4311e-18
55.05506	56.00280	3.3841e-18
56.05606	57.00285	3.4136e-18
57.05706	58.00290	3.4781e-18
58.05806	59.00295	3.4666e-18
59.05906	60.00300	3.4165e-18
60.06006	61.00305	3.4462e-18
61.06106	62.00310	3.4407e-18
62.06206	63.00315	3.5185e-18
